项目,结果,学年,学期,学位,国家,分数制,GPA
MSCS@UT-Austin,Reject,2023,Fall,Master,美国,4.0,3.83
MSCS@UT-Austin,Reject,2023,Fall,Master,美国,5.0,4.41
MSCS@UT-Austin,Reject,2023,Fall,Master,美国,4.0,3.92
MSCS@UT-Austin,Reject,2023,Fall,Master,美国,4.0,3.9
MSCS@UT-Austin,Reject,2023,Fall,Master,美国,4.0,3.5
MSCS@UT-Austin,Admit,2023,Fall,Master,美国,100,94.48
MSCS@UT-Austin,Admit,2023,Fall,Master,美国,4.0,3.95
MSCS@Utah,Admit,2023,Fall,Master,美国,100,84.03
MSCS@Utah,Admit,2023,Fall,Master,美国,100,88.8
MSCS@UVa,Admit,2024,Fall,Master,美国,100,87.0
MSCS@Wisc,Reject,2024,Fall,Master,美国,4.3,4.05
MSCS@Wisc,Reject,2024,Fall,Master,美国,100,92.0
MSCS@Wisc,Reject,2024,Fall,Master,美国,100,90.28
MSCS@Wisc,Reject,2024,Fall,Master,美国,100,94.25
MSCS@Wisc,Admit,2024,Fall,Master,美国,4.0,3.91
MSCS@Wisc,Admit,2024,Fall,Master,美国,4.0,3.93
MSCS@Wisc,Reject,2023,Fall,Master,美国,100,86.74
MSCS@Wisc,Reject,2023,Fall,Master,美国,4.0,3.92
MSCS@Wisc,Reject,2023,Fall,Master,美国,100,86.3
MSCS@Wisc,Reject,2023,Fall,Master,美国,4.0,3.86
MSCS@Wisc,Reject,2023,Fall,Master,美国,4.0,3.8
MSCS@Wisc,Admit,2023,Fall,Master,美国,4.0,3.8
MSCS@Wisc,Admit,2023,Fall,Master,美国,100,94.48
MSCS@WUSTL,Admit,2024,Fall,Master,美国,4.3,3.7
MSCS@WUSTL,Reject,2023,Fall,Master,美国,100,86.74
MSCS@WUSTL,Reject,2023,Fall,Master,美国,4.0,3.33
MSCS@WUSTL,Admit,2023,Fall,Master,美国,4.0,3.48
MSCS@WUSTL,Admit,2023,Fall,Master,美国,4.3,3.75
MSCSE@OSU,Reject,2024,Fall,Master,美国,100,85.14
MSCSE@OSU,Admit,2024,Fall,Master,美国,4.0,3.5
MSCSE@OSU,Admit,2023,Fall,Master,美国,4.0,3.68
MSCSE@OSU,Admit,2023,Fall,Master,美国,100,88.8
MSCSE@PSU,Admit,2023,Fall,Master,美国,4.0,3.3
MSCSE@SBU,Reject,2023,Fall,Master,美国,4.3,3.41
MSCSE@UCSC,Admit,2024,Fall,Master,美国,4.0,3.21
MSCSE@UCSC,Reject,2023,Fall,Master,美国,4.0,3.74
MSCSE@UMich,Reject,2024,Fall,Master,美国,4.0,3.83
MSCSE@UMich,Reject,2024,Fall,Master,美国,100,85.14
MSCSE@UMich,Reject,2024,Fall,Master,美国,100,92.0
MSCSE@UMich,Reject,2024,Fall,Master,美国,100,91.11
MSCSE@UMich,Reject,2024,Fall,Master,美国,4.0,3.89
MSCSE@UMich,Reject,2024,Fall,Master,美国,4.3,3.7
MSCSE@UMich,Reject,2024,Fall,Master,美国,100,91.08
MSCSE@UMich,Admit,2024,Fall,Master,美国,4.0,3.97
MSCSE@UMich,Admit,2023,Fall,Master,美国,4.3,4.1
MSCSE@UMich,Reject,2023,Fall,Master,美国,100,94.48
MSCSE@UMich,Reject,2023,Fall,Master,美国,100,91.61
MSCSE@UMich,Reject,2023,Fall,Master,美国,4.0,3.5
MSCSE@UMich,Reject,2023,Fall,Master,美国,4.0,3.75
MSCSE@UMich,Reject,2023,Fall,Master,美国,4.0,3.85
MSCSE@UMich,Reject,2023,Fall,Master,美国,4.3,4.09
MSCSE@UMich,Reject,2023,Fall,Master,美国,100,90.3
MSCSE@UMich,Reject,2023,Fall,Master,美国,5.0,4.41
MSCSE@UMich,Admit,2023,Fall,Master,美国,4.0,3.94
MSCSE@UMich,Admit,2023,Fall,Master,美国,4.0,4.0
MSCSE@UMich,Admit,2023,Fall,Master,美国,4.0,3.86
MSCSE@UMich,Reject,2022,Fall,Master,美国,100,88.42
MSCSS@UCSD,Admit,2023,Fall,Master,美国,4.0,3.87
MSCV@CMU,Reject,2024,Fall,Master,美国,4.0,3.77
MSCV@CMU,Reject,2024,Fall,Master,美国,4.0,3.69
MSCV@CMU,Reject,2024,Fall,Master,美国,100,92.0
MSCV@CMU,Admit,2024,Fall,Master,美国,4.3,4.05
MSCV@CMU,Admit,2024,Fall,Master,美国,4.0,3.97
MSCV@CMU,Reject,2023,Fall,Master,美国,4.0,3.92
MSCV@CMU,Reject,2023,Fall,Master,美国,100,89.3
MSCV@CMU,Waitlist,2023,Fall,Master,美国,100,93.94
MSCV@CMU,Admit,2023,Fall,Master,美国,4.0,3.88
MSCV@CMU,Admit,2023,Fall,Master,美国,4.0,3.92
MSCV@CMU,Admit,2023,Fall,Master,美国,4.0,4.0
MSE-SS@CMU,Admit,2024,Fall,Master,美国,100,91.82
MSE-SS@CMU,Reject,2024,Fall,Master,美国,100,90.5
MSE-SS@CMU,Reject,2024,Fall,Master,美国,5.0,4.33
MSE-SS@CMU,Reject,2023,Fall,Master,美国,100,86.5
MSE-SS@CMU,Reject,2023,Fall,Master,美国,100,88.0
MSE-SS@CMU,Admit,2023,Fall,Master,美国,4.0,3.3
MSE-SS@CMU,Waitlist,2023,Fall,Master,美国,4.0,3.75
MSECE@UIUC,Admit,2024,Fall,Master,美国,4.0,3.95
MSECE@UMich,Admit,2024,Fall,Master,美国,4.0,3.75
MSECE@UMich,Admit,2024,Fall,Master,美国,4.0,3.85
MSECE@UMich,Admit,2024,Fall,Master,美国,4.0,3.7
MSECE@UMich,Reject,2023,Fall,Master,美国,100,89.3
MSECE@UMich,Admit,2023,Fall,Master,美国,4.0,3.96
MSECE@UMich,Admit,2023,Fall,Master,美国,4.3,3.75
MSECS@JHU,Reject,2024,Fall,Master,美国,4.3,3.7
MSECS@JHU,Admit,2024,Fall,Master,美国,4.0,3.83
MSECS@JHU,Reject,2024,Fall,Master,美国,100,85.14
MSECS@JHU,Admit,2024,Fall,Master,美国,4.3,4.05
MSECS@JHU,Reject,2024,Fall,Master,美国,5.0,4.33
MSECS@JHU,Admit,2024,Fall,Master,美国,100,93.5
MSECS@JHU,Admit,2024,Fall,Master,美国,4.0,3.82
MSECS@JHU,Admit,2024,Fall,Master,美国,100,90.1
MSECS@JHU,Reject,2024,Fall,Master,美国,4.0,3.93
MSECS@JHU,Reject,2023,Fall,Master,美国,100,87.5
MSECS@JHU,Admit,2023,Fall,Master,美国,4.3,4.09
MSECS@JHU,Admit,2023,Fall,Master,美国,4.0,3.97
MSECS@JHU,Admit,2023,Fall,Master,美国,4.0,3.5
MSECS@Princeton,Reject,2024,Fall,Master,美国,4.0,3.95
MSECS@Princeton,Reject,2023,Fall,Master,美国,4.0,3.96
MSECS@Princeton,Reject,2023,Fall,Master,美国,4.0,3.97
MSECS@Princeton,Admit,2023,Fall,Master,美国,4.0,4.0
MSEE@UW,Reject,2024,Fall,Master,美国,4.0,3.96
MSEE@UW,Reject,2024,Fall,Master,美国,4.0,3.21
MSEECE@JHU,Admit,2024,Fall,Master,美国,4.0,3.77
MSEECE@JHU,Admit,2023,Fall,Master,美国,4.3,3.75
MSI@UMich,Reject,2023,Fall,Master,美国,4.0,3.87
MSIM@UIUC,Admit,2023,Fall,Master,美国,4.0,3.74
MSIM@UIUC,Admit,2023,Fall,Master,美国,5.0,4.55
MSIM@UIUC,Admit,2023,Fall,Master,美国,100,86.5
MSIM@UIUC,Admit,2023,Fall,Master,美国,4.0,3.87
MSIM@UW,Reject,2023,Fall,Master,美国,4.0,3.3
MSIN@CMU,Reject,2024,Fall,Master,美国,4.0,3.83
MSIN@CMU,Reject,2024,Fall,Master,美国,100,91.82
MSIN@CMU,Reject,2024,Fall,Master,美国,4.3,3.7
MSIN@CMU,Admit,2024,Fall,Master,美国,100,89.1
MSIN@CMU,Admit,2024,Fall,Master,美国,4.0,3.96
MSIN@CMU,Waitlist,2024,Fall,Master,美国,4.0,3.92
MSIN@CMU,Waitlist,2024,Fall,Master,美国,100,90.5
MSIN@CMU,Admit,2024,Fall,Master,美国,100,90.7
MSIN@CMU,Admit,2024,Fall,Master,美国,100,94.25
MSIN@CMU,Admit,2024,Fall,Master,美国,4.0,3.94
MSIN@CMU,Admit,2024,Fall,Master,美国,100,91.11
MSIN@CMU,Admit,2024,Fall,Master,美国,4.0,3.97
MSIN@CMU,Reject,2023,Fall,Master,美国,4.0,3.92
MSIN@CMU,Admit,2023,Fall,Master,美国,4.3,3.94
MSIN@CMU,Admit,2023,Fall,Master,美国,4.0,4.0
MSIN@CMU,Admit,2023,Fall,Master,美国,4.3,4.1
MSIN@CMU,Admit,2023,Fall,Master,美国,100,92.3
MSIN@CMU,Admit,2023,Fall,Master,美国,4.0,3.96
MSIN@CMU,Waitlist,2023,Fall,Master,美国,4.0,3.83
MSIN@CMU,Waitlist,2023,Fall,Master,美国,4.0,3.98
MSIN@CMU,Admit,2023,Fall,Master,美国,4.0,3.96
MSIN@CMU,Admit,2023,Fall,Master,美国,100,87.0
MSIN@CMU,Admit,2023,Fall,Master,美国,4.0,3.97
MSIN@CMU,Reject,2023,Fall,Master,美国,100,89.3
MSIN@CMU,Waitlist,2023,Fall,Master,美国,100,89.61
MSIN@CMU,Admit,2023,Fall,Master,美国,100,94.48
MSIN@CMU,Reject,2023,Fall,Master,美国,4.0,3.79
MSIN@CMU,Reject,2023,Fall,Master,美国,100,91.63
MSIN@CMU,Reject,2023,Fall,Master,美国,4.0,3.7
MSIN@CMU,Admit,2023,Fall,Master,美国,4.0,3.56
MSIN@CMU,Admit,2023,Fall,Master,美国,4.0,3.98
MSIN@CMU,Admit,2023,Fall,Master,美国,4.3,3.7
MSIN@CMU,Reject,2022,Fall,Master,美国,100,90.11
MSIN@CMU,Reject,2022,Fall,Master,美国,100,88.42
MSIN@CMU,Reject,2022,Fall,Master,美国,100,89.28
MSIS@CMU,Reject,2023,Fall,Master,美国,100,86.74
MSIS@CMU,Admit,2023,Fall,Master,美国,4.0,3.8
MSIS@UNC,Reject,2023,Fall,Master,美国,英制100,71.0
MSIS@UNC,Reject,2023,Fall,Master,美国,4.0,3.85
MSIS@UT-Austin,Reject,2023,Fall,Master,美国,4.0,3.87
MSIT-IS@CMU,Admit,2023,Fall,Master,美国,5.0,4.55
MSIT-IS@CMU,Admit,2023,Fall,Master,美国,100,91.67
MSIT-PE@CMU,Admit,2023,Fall,Master,美国,5.0,4.55
MSIT-PE@CMU,Admit,2023,Fall,Master,美国,100,91.67
MSIT@NWU,Admit,2023,Fall,Master,美国,4.0,3.3
MSMITE@CMU,Admit,2024,Fall,Master,美国,4.0,3.7
MSMITE@CMU,Admit,2024,Fall,Master,美国,4.0,3.7
MSMITE@CMU,Admit,2024,Fall,Master,美国,4.0,3.46
MSMITE@CMU,Admit,2024,Fall,Master,美国,100,90.5
MSMITE@CMU,Reject,2023,Fall,Master,美国,4.0,3.92
MSMITE@CMU,Admit,2023,Fall,Master,美国,4.0,3.94
MSMITE@CMU,Admit,2023,Fall,Master,美国,5.0,4.55
MSMITE@CMU,Admit,2023,Fall,Master,美国,4.0,3.3
MSMITE@CMU,Admit,2023,Fall,Master,美国,4.3,3.96
MSML@CMU,Reject,2024,Fall,Master,美国,4.0,3.87
MSML@CMU,Admit,2024,Fall,Master,美国,4.0,3.93
MSML@CMU,Waitlist,2024,Fall,Master,美国,4.0,3.69
MSML@CMU,Reject,2023,Fall,Master,美国,4.0,3.92
MSML@CMU,Reject,2023,Fall,Master,美国,4.3,4.09
MSML@CMU,Reject,2023,Fall,Master,美国,4.0,3.95
MSML@CMU,Admit,2023,Fall,Master,美国,4.0,3.96
MSML@CMU,Admit,2023,Fall,Master,美国,5.0,4.57
MSML@CMU,Reject,2023,Fall,Master,美国,4.0,3.95
MSML@CMU,Reject,2023,Fall,Master,美国,100,94.48
MSML@CMU,Reject,2023,Fall,Master,美国,100,91.63
MSML@CMU,Reject,2023,Fall,Master,美国,100,88.42
MSML@CMU,Reject,2023,Fall,Master,美国,4.0,3.92
MSML@CMU,Admit,2023,Fall,Master,美国,4.0,4.0
MSML@CMU,Reject,2023,Fall,Master,美国,4.0,3.97
MSML@CMU,Reject,2023,Fall,Master,美国,100,87.0
MSR@CMU,Reject,2024,Fall,Master,美国,100,92.0
MSR@CMU,Admit,2024,Fall,Master,美国,4.3,4.05
MSR@CMU,Admit,2024,Fall,Master,美国,4.0,3.77
MSR@CMU,Reject,2023,Fall,Master,美国,4.0,3.92
MSR@CMU,Reject,2023,Fall,Master,美国,4.0,3.75
MSR@CMU,Reject,2023,Fall,Master,美国,4.0,3.86
MSR@CMU,Admit,2023,Fall,Master,美国,4.0,4.0
MSSI@JHU,Admit,2023,Fall,Master,美国,100,91.67
MSSSD@Tufts,Admit,2023,Fall,Master,美国,4.0,3.69
MSWE@UCI,Reject,2023,Fall,Master,美国,100,86.5
MSWE@UCI,Admit,2023,Fall,Master,美国,4.0,3.73
MSWE@UCI,Admit,2023,Fall,Master,美国,4.0,3.9
MSWE@UCI,Reject,2023,Fall,Master,美国,4.0,3.85
MSWE@UCI,Reject,2023,Fall,Master,美国,100,88.0
MSWE@UCI,Reject,2023,Fall,Master,美国,4.3,3.41
MSWE@UCI,Admit,2023,Fall,Master,美国,4.0,3.87
MSWE@UCI,Admit,2023,Fall,Master,美国,4.0,3.92
NetSys@UCI,Admit,2024,Fall,Master,美国,100,89.1
NetSys@UCI,Reject,2023,Fall,Master,美国,4.0,3.37
NetSys@UCI,Admit,2023,Fall,Master,美国,4.0,3.83
NetSys@UCI,Admit,2023,Fall,Master,美国,其他,27.89
NetSys@UCI,Admit,2023,Fall,Master,美国,4.0,3.92
Pre-Doctoral MSCS@UChicago,Reject,2023,Fall,Master,美国,4.0,3.8
ScM CS@Brown,Admit,2024,Fall,Master,美国,4.0,3.75
ScM CS@Brown,Reject,2024,Fall,Master,美国,4.0,3.96
ScM CS@Brown,Admit,2024,Fall,Master,美国,100,93.5
ScM CS@Brown,Admit,2024,Fall,Master,美国,100,94.25
ScM CS@Brown,Admit,2024,Fall,Master,美国,4.3,4.05
ScM CS@Brown,Admit,2024,Fall,Master,美国,100,92.0
ScM CS@Brown,Admit,2024,Fall,Master,美国,4.0,3.94
ScM CS@Brown,Reject,2024,Fall,Master,美国,4.3,3.7
ScM CS@Brown,Admit,2024,Fall,Master,美国,100,91.82
ScM CS@Brown,Reject,2024,Fall,Master,美国,100,91.08
ScM CS@Brown,Admit,2024,Fall,Master,美国,4.0,3.97
ScM CS@Brown,Admit,2024,Fall,Master,美国,4.0,3.89
ScM CS@Brown,Admit,2024,Fall,Master,美国,4.0,3.95
ScM CS@Brown,Reject,2024,Fall,Master,美国,100,90.6
ScM CS@Brown,Admit,2024,Fall,Master,美国,100,90.5
ScM CS@Brown,Admit,2024,Fall,Master,美国,100,91.11
ScM CS@Brown,Admit,2024,Fall,Master,美国,4.0,3.82
ScM CS@Brown,Reject,2024,Fall,Master,美国,4.3,3.7
ScM CS@Brown,Reject,2023,Fall,Master,美国,5.0,4.55
ScM CS@Brown,Admit,2023,Fall,Master,美国,100,94.48
ScM CS@Brown,Admit,2023,Fall,Master,美国,4.3,3.94
ScM CS@Brown,Admit,2023,Fall,Master,美国,100,90.3
ScM CS@Brown,Admit,2023,Fall,Master,美国,4.3,4.1
ScM CS@Brown,Reject,2023,Fall,Master,美国,100,87.5
ScM CS@Brown,Reject,2023,Fall,Master,美国,100,86.5
ScM CS@Brown,Admit,2023,Fall,Master,美国,4.0,3.75
ScM CS@Brown,Reject,2023,Fall,Master,美国,100,91.61
ScM CS@Brown,Admit,2023,Fall,Master,美国,4.0,3.76
ScM CS@Brown,Admit,2023,Fall,Master,美国,4.0,3.92
ScM CS@Brown,Reject,2023,Fall,Master,美国,100,86.74
ScM CS@Brown,Admit,2023,Fall,Master,美国,4.0,3.9
ScM CS@Brown,Admit,2022,Fall,Master,美国,100,88.42
SESV@CMU,Admit,2024,Fall,Master,美国,100,93.5
SESV@CMU,Reject,2024,Fall,Master,美国,100,91.82
SESV@CMU,Reject,2024,Fall,Master,美国,5.0,4.33
SESV@CMU,Reject,2024,Fall,Master,美国,100,90.6
SESV@CMU,Reject,2024,Fall,Master,美国,4.0,3.21
SESV@CMU,Admit,2024,Fall,Master,美国,4.0,3.94
SESV@CMU,Reject,2023,Fall,Master,美国,5.0,4.43
SESV@CMU,Reject,2023,Fall,Master,美国,100,92.3
SESV@CMU,Reject,2023,Fall,Master,美国,100,90.9
SESV@CMU,Reject,2023,Fall,Master,美国,4.0,3.48
SESV@CMU,Reject,2023,Fall,Master,美国,4.0,3.75
SESV@CMU,Reject,2023,Fall,Master,美国,5.0,4.41
SESV@CMU,Reject,2023,Fall,Master,美国,4.0,3.74
SESV@CMU,Reject,2023,Fall,Master,美国,100,86.5
SESV@CMU,Admit,2023,Fall,Master,美国,4.0,3.94
SESV@CMU,Reject,2022,Fall,Master,美国,100,90.11
SESV@CMU,Reject,2022,Fall,Master,美国,100,88.42
