index,项目,结果,学年,学期,学位,国家,分数制,GPA
1157,MSCS@ETH,Reject,2024,Fall,Master,瑞士,100,90.5
1158,MSCS@ETH,Reject,2024,Fall,Master,瑞士,100,90.6
1159,MSCS@ETH,Reject,2024,Fall,Master,瑞士,100,94.25
1160,MSCS@ETH,Reject,2024,Fall,Master,瑞士,4.0,3.89
1161,MSCS@ETH,Reject,2024,Fall,Master,瑞士,4.0,3.92
1162,MSCS@ETH,Reject,2024,Fall,Master,瑞士,4.3,4.05
1163,MSCS@ETH,Admit,2023,Fall,Master,瑞士,4.0,3.92
1164,MSCS@ETH,Admit,2023,Fall,Master,瑞士,4.3,3.94
1165,MSCS@ETH,Admit,2023,Fall,Master,瑞士,4.0,3.96
1166,MSCS@ETH,Admit,2023,Fall,Master,瑞士,100,91.61
1167,MSCS@GaTech,Admit,2024,Fall,Master,美国,4.0,3.75
1168,MSCS@GaTech,Reject,2024,Fall,Master,美国,4.0,3.81
1169,MSCS@GaTech,Reject,2024,Fall,Master,美国,4.0,3.83
1170,MSCS@GaTech,Reject,2024,Fall,Master,美国,100,94.25
1171,MSCS@GaTech,Reject,2024,Fall,Master,美国,100,90.1
1172,MSCS@GaTech,Reject,2024,Fall,Master,美国,4.0,3.94
1173,MSCS@GaTech,Reject,2024,Fall,Master,美国,100,90.5
1174,MSCS@GaTech,Reject,2024,Fall,Master,美国,100,91.11
1175,MSCS@GaTech,Reject,2024,Fall,Master,美国,100,92.0
1176,MSCS@GaTech,Reject,2024,Fall,Master,美国,4.0,3.97
1177,MSCS@GaTech,Reject,2024,Fall,Master,美国,4.0,3.96
1178,MSCS@GaTech,Admit,2024,Fall,Master,美国,100,87.0
1179,MSCS@GaTech,Reject,2023,Fall,Master,美国,100,86.5
1180,MSCS@GaTech,Admit,2023,Fall,Master,美国,4.3,4.1
1181,MSCS@GaTech,Admit,2023,Fall,Master,美国,4.0,3.95
1182,MSCS@GaTech,Reject,2023,Fall,Master,美国,4.0,3.92
1183,MSCS@GaTech,默拒,2023,Fall,Master,美国,4.0,3.9
1184,MSCS@GaTech,Reject,2023,Fall,Master,美国,100,92.3
1185,MSCS@GaTech,Admit,2023,Fall,Master,美国,4.0,3.92
1186,MSCS@GaTech,Reject,2023,Fall,Master,美国,4.0,3.83
1187,MSCS@GaTech,Reject,2023,Fall,Master,美国,100,94.48
1188,MSCS@GaTech,Reject,2023,Fall,Master,美国,4.0,3.95
1189,MSCS@GaTech,Reject,2023,Fall,Master,美国,100,90.3
1190,MSCS@GaTech,Admit,2023,Fall,Master,美国,4.0,3.5
1191,MSCS@GaTech,Admit,2023,Fall,Master,美国,4.3,3.94
1192,MSCS@GaTech,Admit,2023,Fall,Master,美国,4.0,3.86
1193,MSCS@GaTech,Admit,2023,Fall,Master,美国,4.0,3.7
1194,MSCS@GaTech,Admit,2023,Fall,Master,美国,100,91.63
1195,MSCS@GaTech,Admit,2023,Fall,Master,美国,4.0,3.75
1196,MSCS@GaTech,Admit,2023,Fall,Master,美国,100,91.61
1197,MSCS@GaTech,Reject,2023,Fall,Master,美国,100,87.5
1198,MSCS@GaTech,Reject,2022,Fall,Master,美国,100,88.42
1199,MSCS@GWU,Admit,2023,Fall,Master,美国,4.0,3.37
1200,MSCS@GWU,Admit,2023,Fall,Master,美国,4.0,3.68
1201,MSCS@Iowa State University,Admit,2023,Fall,Master,美国,4.0,3.68
1202,MSCS@NWU,Reject,2024,Fall,Master,美国,100,90.1
1203,MSCS@NWU,Reject,2024,Fall,Master,美国,100,94.25
1204,MSCS@NWU,Admit,2024,Fall,Master,美国,4.0,3.94
1205,MSCS@NWU,Reject,2024,Fall,Master,美国,4.0,3.83
1206,MSCS@NWU,Reject,2024,Fall,Master,美国,100,91.08
1207,MSCS@NWU,Admit,2024,Fall,Master,美国,4.0,3.92
1208,MSCS@NWU,Admit,2024,Fall,Master,美国,4.0,3.81
1209,MSCS@NWU,Admit,2024,Fall,Master,美国,4.0,3.91
1210,MSCS@NWU,Admit,2024,Fall,Master,美国,4.0,3.92
1211,MSCS@NWU,Admit,2024,Fall,Master,美国,4.0,3.83
1212,MSCS@NWU,Reject,2024,Fall,Master,美国,100,85.14
1213,MSCS@NWU,Reject,2024,Fall,Master,美国,4.3,3.7
1214,MSCS@NWU,Admit,2024,Fall,Master,美国,4.0,3.93
1215,MSCS@NWU,Admit,2024,Fall,Master,美国,4.0,3.99
1216,MSCS@NWU,Reject,2024,Fall,Master,美国,4.0,3.77
1217,MSCS@NWU,Reject,2023,Fall,Master,美国,4.0,3.48
1218,MSCS@NWU,Reject,2023,Fall,Master,美国,100,87.5
1219,MSCS@NWU,Admit,2023,Fall,Master,美国,4.0,3.7
1220,MSCS@NWU,Reject,2023,Fall,Master,美国,100,86.74
1221,MSCS@NWU,Reject,2023,Fall,Master,美国,100,88.0
1222,MSCS@NWU,Reject,2023,Fall,Master,美国,4.0,3.98
1223,MSCS@NWU,Reject,2023,Fall,Master,美国,4.0,3.75
1224,MSCS@NWU,Reject,2023,Fall,Master,美国,5.0,4.41
1225,MSCS@NWU,Admit,2023,Fall,Master,美国,4.0,3.9
1226,MSCS@NWU,Admit,2023,Fall,Master,美国,4.0,3.94
1227,MSCS@NWU,Reject,2023,Fall,Master,美国,4.0,3.66
1228,MSCS@NWU,Reject,2023,Fall,Master,美国,4.0,3.8
1229,MSCS@NWU,Reject,2023,Fall,Master,美国,4.0,3.3
1230,MSCS@NWU,Reject,2023,Fall,Master,美国,4.3,4.09
1231,MSCS@NWU,Reject,2023,Fall,Master,美国,4.0,3.86
1232,MSCS@NWU,Reject,2023,Fall,Master,美国,英制100,71.0
1233,MSCS@NWU,Reject,2023,Fall,Master,美国,4.3,3.97
1234,MSCS@NWU,Reject,2023,Fall,Master,美国,4.0,3.48
1235,MSCS@NWU,Reject,2023,Fall,Master,美国,100,92.91
1236,MSCS@NWU,Admit,2023,Fall,Master,美国,4.0,3.8
1237,MSCS@NWU,Admit,2023,Fall,Master,美国,4.0,3.9
1238,MSCS@NWU,Reject,2023,Fall,Master,美国,100,89.3
1239,MSCS@NWU,Reject,2023,Fall,Master,美国,4.0,3.7
1240,MSCS@NYU Courant,Admit,2024,Fall,Master,美国,4.0,3.83
1241,MSCS@NYU Courant,Admit,2024,Fall,Master,美国,100,90.1
1242,MSCS@NYU Courant,Reject,2023,Fall,Master,美国,4.3,3.55
1243,MSCS@NYU Courant,Reject,2023,Fall,Master,美国,5.0,4.41
1244,MSCS@NYU Courant,Admit,2023,Fall,Master,美国,4.0,3.92
1245,MSCS@NYU Courant,Admit,2023,Fall,Master,美国,100,88.8
1246,MSCS@NYU Courant,Admit,2023,Fall,Master,美国,4.0,3.84
1247,MSCS@NYU Courant,Admit,2023,Fall,Master,美国,100,87.0
1248,MSCS@NYU Courant,Reject,2022,Fall,Master,美国,100,90.11
1249,MSCS@NYU Courant,Reject,2022,Fall,Master,美国,100,89.28
1250,MSCS@NYU Tandon,Admit,2024,Fall,Master,美国,100,91.7
1251,MSCS@NYU Tandon,Reject,2024,Fall,Master,美国,4.0,3.82
1252,MSCS@NYU Tandon,Admit,2024,Fall,Master,美国,100,85.14
1253,MSCS@NYU Tandon,Reject,2024,Fall,Master,美国,4.0,3.89
1254,MSCS@NYU Tandon,Reject,2024,Fall,Master,美国,4.0,3.81
1255,MSCS@NYU Tandon,Admit,2024,Fall,Master,美国,4.0,3.93
1256,MSCS@NYU Tandon,Reject,2024,Fall,Master,美国,100,89.1
1257,MSCS@NYU Tandon,Admit,2024,Fall,Master,美国,5.0,4.33
1258,MSCS@NYU Tandon,Admit,2024,Fall,Master,美国,100,90.6
1259,MSCS@NYU Tandon,Admit,2024,Fall,Master,美国,其他,3.78
1260,MSCS@NYU Tandon,Admit,2024,Fall,Master,美国,100,91.11
1261,MSCS@NYU Tandon,Reject,2024,Fall,Master,美国,4.0,3.46
1262,MSCS@NYU Tandon,Reject,2024,Fall,Master,美国,100,85.97
1263,MSCS@NYU Tandon,Reject,2024,Fall,Master,美国,4.0,3.5
1264,MSCS@NYU Tandon,Admit,2023,Fall,Master,美国,4.3,3.75
1265,MSCS@NYU Tandon,Admit,2023,Fall,Master,美国,4.0,3.85
1266,MSCS@NYU Tandon,Reject,2023,Fall,Master,美国,100,86.3
1267,MSCS@NYU Tandon,Admit,2023,Fall,Master,美国,100,84.0
1268,MSCS@NYU Tandon,Admit,2023,Fall,Master,美国,4.0,3.33
1269,MSCS@NYU Tandon,Reject,2023,Fall,Master,美国,4.0,3.69
1270,MSCS@NYU Tandon,Admit,2023,Fall,Master,美国,100,86.99
1271,MSCS@NYU Tandon,Admit,2023,Fall,Master,美国,100,90.52
1272,MSCS@NYU Tandon,Reject,2023,Fall,Master,美国,4.0,3.86
1273,MSCS@NYU Tandon,Admit,2023,Fall,Master,美国,100,88.8
1274,MSCS@NYU Tandon,Reject,2023,Fall,Master,美国,4.0,3.3
1275,MSCS@NYU Tandon,Admit,2023,Fall,Master,美国,4.0,3.66
1276,MSCS@NYU Tandon,Admit,2023,Fall,Master,美国,100,89.7
1277,MSCS@NYU Tandon,Reject,2023,Fall,Master,美国,4.0,3.48
1278,MSCS@NYU Tandon,Admit,2023,Fall,Master,美国,100,90.9
1279,MSCS@NYU Tandon,Admit,2023,Fall,Master,美国,5.0,4.41
1280,MSCS@NYU Tandon,Admit,2023,Fall,Master,美国,5.0,4.55
1281,MSCS@NYU Tandon,Admit,2022,Fall,Master,美国,100,88.42
1282,MSCS@Pitt,Admit,2023,Fall,Master,美国,4.0,3.48
1283,MSCS@Purdue,Reject,2024,Fall,Master,美国,4.3,3.7
1284,MSCS@Purdue,Reject,2023,Fall,Master,美国,4.0,3.48
1285,MSCS@Purdue,Reject,2023,Fall,Master,美国,4.0,3.85
1286,MSCS@Rutgers,Reject,2023,Fall,Master,美国,4.0,3.68
1287,MSCS@Rutgers,Admit,2023,Fall,Master,美国,4.0,3.9
1288,MSCS@SCU,Admit,2023,Fall,Master,美国,4.0,3.37
1289,MSCS@SCU,Reject,2023,Fall,Master,美国,4.0,3.7
1290,MSCS@SCU,Admit,2023,Fall,Master,美国,4.0,3.7
1291,MSCS@SCU,Admit,2023,Fall,Master,美国,4.0,3.66
1292,MSCS@SCU,Admit,2023,Fall,Master,美国,4.0,3.48
1293,MSCS@SCU,Admit,2023,Fall,Master,美国,4.3,3.83
1294,MSCS@SCU,Admit,2023,Fall,Master,美国,4.3,3.55
1295,MSCS@SMU,Admit,2023,Fall,Master,美国,5.0,4.43
1296,MSCS@Stanford,Reject,2024,Fall,Master,美国,4.0,3.75
1297,MSCS@Stanford,Reject,2024,Fall,Master,美国,4.3,4.05
1298,MSCS@Stanford,Reject,2024,Fall,Master,美国,4.0,3.7
1299,MSCS@Stanford,Reject,2024,Fall,Master,美国,4.3,3.7
1300,MSCS@Stanford,Reject,2024,Fall,Master,美国,4.0,3.97
1301,MSCS@Stanford,Reject,2024,Fall,Master,美国,4.0,3.89
1302,MSCS@Stanford,Reject,2024,Fall,Master,美国,4.0,3.95
1303,MSCS@Stanford,Admit,2024,Fall,Master,美国,4.0,3.93
1304,MSCS@Stanford,Reject,2024,Fall,Master,美国,4.0,3.93
1305,MSCS@Stanford,Reject,2024,Fall,Master,美国,4.0,3.97
1306,MSCS@Stanford,Reject,2023,Fall,Master,美国,100,94.48
1307,MSCS@Stanford,Reject,2023,Fall,Master,美国,4.3,4.09
1308,MSCS@Stanford,Reject,2023,Fall,Master,美国,4.0,3.92
1309,MSCS@Stanford,Admit,2023,Fall,Master,美国,4.0,3.96
1310,MSCS@Stanford,Reject,2023,Fall,Master,美国,4.0,3.94
1311,MSCS@Stanford,Reject,2023,Fall,Master,美国,100,91.61
1312,MSCS@Stanford,Admit,2023,Fall,Master,美国,4.0,4.0
1313,MSCS@Stanford,Reject,2023,Fall,Master,美国,4.3,4.1
1314,MSCS@Stanford,Reject,2023,Fall,Master,美国,4.0,3.92
1315,MSCS@Stanford,Admit,2023,Fall,Master,美国,4.0,3.95
1316,MSCS@Stanford,Reject,2023,Fall,Master,美国,4.0,3.78
1317,MSCS@TAMU,Admit,2023,Fall,Master,美国,4.0,3.87
1318,MSCS@TAMU,Admit,2023,Fall,Master,美国,4.0,3.82
1319,MSCS@TU Delft,Admit,2024,Fall,Master,荷兰,4.0,3.81
1320,MSCS@TU Delft,Admit,2023,Fall,Master,荷兰,100,90.52
1321,MSCS@TU Delft,Admit,2023,Fall,Master,荷兰,4.0,3.92
1322,MSCS@Tufts,Reject,2023,Fall,Master,美国,4.0,3.33
1323,MSCS@Tufts,Reject,2023,Fall,Master,美国,5.0,4.55
1324,MSCS@Tufts,Reject,2023,Fall,Master,美国,4.0,3.37
1325,MSCS@UBC,默拒,2024,Fall,Master,加拿大,100,92.0
1326,MSCS@UBC,Admit,2023,Fall,Master,加拿大,100,93.0
1327,MSCS@UCD,Reject,2023,Fall,Master,美国,5.0,4.41
1328,MSCS@UCD,Admit,2023,Fall,Master,美国,100,88.8
1329,MSCS@UCD,Reject,2022,Fall,Master,美国,100,90.11
1330,MSCS@UCI,Admit,2023,Fall,Master,美国,4.0,3.9
1331,MSCS@UCLA,Reject,2024,Fall,Master,美国,4.3,3.7
1332,MSCS@UCLA,Reject,2024,Fall,Master,美国,4.0,3.83
1333,MSCS@UCLA,Reject,2024,Fall,Master,美国,100,91.11
1334,MSCS@UCLA,默拒,2024,Fall,Master,美国,100,91.82
1335,MSCS@UCLA,Admit,2024,Fall,Master,美国,100,91.08
1336,MSCS@UCLA,Reject,2023,Fall,Master,美国,4.3,4.1
1337,MSCS@UCLA,Reject,2023,Fall,Master,美国,100,94.48
1338,MSCS@UCLA,Reject,2023,Fall,Master,美国,4.0,3.95
1339,MSCS@UCLA,Reject,2023,Fall,Master,美国,4.0,3.9
1340,MSCS@UCLA,Reject,2023,Fall,Master,美国,4.3,4.09
1341,MSCS@UCLA,Reject,2023,Fall,Master,美国,4.0,3.92
1342,MSCS@UCLA,Reject,2023,Fall,Master,美国,100,90.3
1343,MSCS@UCLA,Admit,2023,Fall,Master,美国,4.0,3.96
1344,MSCS@UCLA,Admit,2023,Fall,Master,美国,4.0,3.99
1345,MSCS@UCLA,Reject,2022,Fall,Master,美国,100,89.28
1346,MSCS@UCR,Admit,2024,Fall,Master,美国,4.0,3.5
1347,MSCS@UCR,Admit,2023,Fall,Master,美国,4.3,3.41
1348,MSCS@UCSB,Reject,2024,Fall,Master,美国,4.0,3.89
1349,MSCS@UCSB,Reject,2024,Fall,Master,美国,4.0,3.83
1350,MSCS@UCSB,默拒,2024,Fall,Master,美国,100,90.1
1351,MSCS@UCSB,默拒,2024,Fall,Master,美国,4.0,3.82
1352,MSCS@UCSB,Admit,2024,Fall,Master,美国,100,91.08
1353,MSCS@UCSB,Reject,2023,Fall,Master,美国,5.0,4.43
1354,MSCS@UCSB,Admit,2023,Fall,Master,美国,4.0,3.9
1355,MSCS@UCSB,Admit,2023,Fall,Master,美国,4.0,3.87
1356,MSCS@UCSB,Reject,2022,Fall,Master,美国,100,90.11
1357,MSCS@UFL,Admit,2024,Fall,Master,美国,100,85.14
1358,MSCS@UFL,Admit,2023,Fall,Master,美国,4.0,3.69
1359,MSCS@UFL,Admit,2023,Fall,Master,美国,4.0,3.87
1360,MSCS@UIUC,Reject,2024,Fall,Master,美国,4.0,3.95
1361,MSCS@UIUC,Reject,2024,Fall,Master,美国,4.3,4.05
1362,MSCS@UIUC,Reject,2024,Fall,Master,美国,100,90.28
1363,MSCS@UIUC,Reject,2024,Fall,Master,美国,4.0,3.89
1364,MSCS@UIUC,Admit,2024,Fall,Master,美国,4.0,3.95
1365,MSCS@UIUC,Admit,2023,Fall,Master,美国,4.0,3.94
1366,MSCS@UIUC,Reject,2023,Fall,Master,美国,4.3,4.09
1367,MSCS@UIUC,Reject,2023,Fall,Master,美国,4.0,3.96
1368,MSCS@UIUC,Reject,2023,Fall,Master,美国,100,91.61
1369,MSCS@UIUC,Reject,2023,Fall,Master,美国,100,88.0
1370,MSCS@UIUC,Reject,2023,Fall,Master,美国,4.0,3.8
1371,MSCS@UIUC,Reject,2023,Fall,Master,美国,4.0,4.0
1372,MSCS@UIUC,Reject,2023,Fall,Master,美国,4.0,3.9
1373,MSCS@UIUC,Admit,2023,Fall,Master,美国,4.0,3.97
1374,MSCS@UIUC,Admit,2023,Fall,Master,美国,4.0,3.76
1375,MSCS@UIUC,Admit,2023,Fall,Master,美国,4.0,3.86
1376,MSCS@UIUC,Reject,2023,Fall,Master,美国,100,87.0
1377,MSCS@UMass,Reject,2024,Fall,Master,美国,100,90.1
1378,MSCS@UMass,Reject,2023,Fall,Master,美国,4.0,3.74
1379,MSCS@UMass,Admit,2023,Fall,Master,美国,4.0,3.5
1380,MSCS@UNC,Admit,2024,Fall,Master,美国,100,87.0
1381,MSCS@UNC,Reject,2023,Fall,Master,美国,4.0,3.87
1382,MSCS@UT-Austin,Reject,2024,Fall,Master,美国,4.0,3.83
1383,MSCS@UT-Austin,Reject,2024,Fall,Master,美国,100,94.25
1384,MSCS@UT-Austin,Reject,2024,Fall,Master,美国,100,92.0
1385,MSCS@UT-Austin,Reject,2024,Fall,Master,美国,100,90.28
1386,MSCS@UT-Austin,Reject,2024,Fall,Master,美国,4.0,3.89
1387,MSCS@UT-Austin,Reject,2024,Fall,Master,美国,100,91.11
1388,MSCS@UT-Austin,Reject,2024,Fall,Master,美国,100,91.08
1389,MSCS@UT-Austin,Admit,2024,Fall,Master,美国,4.3,4.05
1390,MSCS@UT-Austin,Admit,2024,Fall,Master,美国,4.0,3.7
1391,MSCS@UT-Austin,Admit,2024,Fall,Master,美国,4.0,3.97
1392,MSCS@UT-Austin,Reject,2023,Fall,Master,美国,4.3,4.1
1393,MSCS@UT-Austin,Reject,2023,Fall,Master,美国,100,91.61
1394,MSCS@UT-Austin,Reject,2023,Fall,Master,美国,4.0,3.83
1395,MSCS@UT-Austin,Reject,2023,Fall,Master,美国,5.0,4.41
1396,MSCS@UT-Austin,Reject,2023,Fall,Master,美国,4.0,3.92
1397,MSCS@UT-Austin,Reject,2023,Fall,Master,美国,4.0,3.9
1398,MSCS@UT-Austin,Reject,2023,Fall,Master,美国,4.0,3.5
1399,MSCS@UT-Austin,Admit,2023,Fall,Master,美国,100,94.48
1400,MSCS@UT-Austin,Admit,2023,Fall,Master,美国,4.0,3.95
1401,MSCS@Utah,Admit,2023,Fall,Master,美国,100,84.03
1402,MSCS@Utah,Admit,2023,Fall,Master,美国,100,88.8
1403,MSCS@UVa,Admit,2024,Fall,Master,美国,100,87.0
1404,MSCS@Wisc,Reject,2024,Fall,Master,美国,4.3,4.05
1405,MSCS@Wisc,Reject,2024,Fall,Master,美国,100,92.0
1406,MSCS@Wisc,Reject,2024,Fall,Master,美国,100,90.28
1407,MSCS@Wisc,Reject,2024,Fall,Master,美国,100,94.25
1408,MSCS@Wisc,Admit,2024,Fall,Master,美国,4.0,3.91
1409,MSCS@Wisc,Admit,2024,Fall,Master,美国,4.0,3.93
1410,MSCS@Wisc,Reject,2023,Fall,Master,美国,100,86.74
1411,MSCS@Wisc,Reject,2023,Fall,Master,美国,4.0,3.92
1412,MSCS@Wisc,Reject,2023,Fall,Master,美国,100,86.3
1413,MSCS@Wisc,Reject,2023,Fall,Master,美国,4.0,3.86
1414,MSCS@Wisc,Reject,2023,Fall,Master,美国,4.0,3.8
1416,MSCS@Wisc,Admit,2023,Fall,Master,美国,4.0,3.8
1417,MSCS@Wisc,Admit,2023,Fall,Master,美国,100,94.48
1418,MSCS@WUSTL,Admit,2024,Fall,Master,美国,4.3,3.7
1419,MSCS@WUSTL,Reject,2023,Fall,Master,美国,100,86.74
1420,MSCS@WUSTL,Reject,2023,Fall,Master,美国,4.0,3.33
1421,MSCS@WUSTL,Admit,2023,Fall,Master,美国,4.0,3.48
1422,MSCS@WUSTL,Admit,2023,Fall,Master,美国,4.3,3.75
1423,MSCSE@OSU,Reject,2024,Fall,Master,美国,100,85.14
1424,MSCSE@OSU,Admit,2024,Fall,Master,美国,4.0,3.5
1425,MSCSE@OSU,Admit,2023,Fall,Master,美国,4.0,3.68
1426,MSCSE@OSU,Admit,2023,Fall,Master,美国,100,88.8
1427,MSCSE@PSU,Admit,2023,Fall,Master,美国,4.0,3.3
1428,MSCSE@SBU,Reject,2023,Fall,Master,美国,4.3,3.41
1429,MSCSE@UCSC,Admit,2024,Fall,Master,美国,4.0,3.21
1430,MSCSE@UCSC,Reject,2023,Fall,Master,美国,4.0,3.74
1431,MSCSE@UMich,Reject,2024,Fall,Master,美国,4.0,3.83
1432,MSCSE@UMich,Reject,2024,Fall,Master,美国,100,85.14
1433,MSCSE@UMich,Reject,2024,Fall,Master,美国,100,92.0
1434,MSCSE@UMich,Reject,2024,Fall,Master,美国,100,91.11
1435,MSCSE@UMich,Reject,2024,Fall,Master,美国,4.0,3.89
1436,MSCSE@UMich,Reject,2024,Fall,Master,美国,4.3,3.7
1437,MSCSE@UMich,Reject,2024,Fall,Master,美国,100,91.08
1438,MSCSE@UMich,Admit,2024,Fall,Master,美国,4.0,3.97
1439,MSCSE@UMich,Admit,2023,Fall,Master,美国,4.3,4.1
1440,MSCSE@UMich,Reject,2023,Fall,Master,美国,100,94.48
1441,MSCSE@UMich,Reject,2023,Fall,Master,美国,100,91.61
1442,MSCSE@UMich,Reject,2023,Fall,Master,美国,4.0,3.5
1443,MSCSE@UMich,Reject,2023,Fall,Master,美国,4.0,3.75
1444,MSCSE@UMich,Reject,2023,Fall,Master,美国,4.0,3.85
1445,MSCSE@UMich,Reject,2023,Fall,Master,美国,4.3,4.09
1446,MSCSE@UMich,Reject,2023,Fall,Master,美国,100,90.3
1447,MSCSE@UMich,Reject,2023,Fall,Master,美国,5.0,4.41
1448,MSCSE@UMich,Admit,2023,Fall,Master,美国,4.0,3.94
1449,MSCSE@UMich,Admit,2023,Fall,Master,美国,4.0,4.0
1450,MSCSE@UMich,Admit,2023,Fall,Master,美国,4.0,3.86
1451,MSCSE@UMich,Reject,2022,Fall,Master,美国,100,88.42
1452,MSCSS@UCSD,Admit,2023,Fall,Master,美国,4.0,3.87
1453,MSCV@CMU,Reject,2024,Fall,Master,美国,4.0,3.77
1454,MSCV@CMU,Reject,2024,Fall,Master,美国,4.0,3.69
1455,MSCV@CMU,Reject,2024,Fall,Master,美国,100,92.0
1456,MSCV@CMU,Admit,2024,Fall,Master,美国,4.3,4.05
1457,MSCV@CMU,Admit,2024,Fall,Master,美国,4.0,3.97
1458,MSCV@CMU,Reject,2023,Fall,Master,美国,4.0,3.92
1459,MSCV@CMU,Reject,2023,Fall,Master,美国,100,89.3
1460,MSCV@CMU,Waitlist,2023,Fall,Master,美国,100,93.94
1461,MSCV@CMU,Admit,2023,Fall,Master,美国,4.0,3.88
1462,MSCV@CMU,Admit,2023,Fall,Master,美国,4.0,3.92
1463,MSCV@CMU,Admit,2023,Fall,Master,美国,4.0,4.0
1464,MSDS@ETH,Admit,2023,Fall,Master,瑞士,4.0,3.92
1465,MSE-SS@CMU,Admit,2024,Fall,Master,美国,100,91.82
1466,MSE-SS@CMU,Reject,2024,Fall,Master,美国,100,90.5
1467,MSE-SS@CMU,Reject,2024,Fall,Master,美国,5.0,4.33
1468,MSE-SS@CMU,Reject,2023,Fall,Master,美国,100,86.5
1469,MSE-SS@CMU,Reject,2023,Fall,Master,美国,100,88.0
1470,MSE-SS@CMU,Admit,2023,Fall,Master,美国,4.0,3.3
1471,MSE-SS@CMU,Waitlist,2023,Fall,Master,美国,4.0,3.75
1472,MSECE@UIUC,Admit,2024,Fall,Master,美国,4.0,3.95
1473,MSECE@UMich,Admit,2024,Fall,Master,美国,4.0,3.75
1474,MSECE@UMich,Admit,2024,Fall,Master,美国,4.0,3.85
1475,MSECE@UMich,Admit,2024,Fall,Master,美国,4.0,3.7
1476,MSECE@UMich,Reject,2023,Fall,Master,美国,100,89.3
1477,MSECE@UMich,Admit,2023,Fall,Master,美国,4.0,3.96
1478,MSECE@UMich,Admit,2023,Fall,Master,美国,4.3,3.75
1479,MSECS@JHU,Reject,2024,Fall,Master,美国,4.3,3.7
1480,MSECS@JHU,Admit,2024,Fall,Master,美国,4.0,3.83
1481,MSECS@JHU,Reject,2024,Fall,Master,美国,100,85.14
1482,MSECS@JHU,Admit,2024,Fall,Master,美国,4.3,4.05
1484,MSECS@JHU,Reject,2024,Fall,Master,美国,5.0,4.33
1485,MSECS@JHU,Admit,2024,Fall,Master,美国,100,93.5
1486,MSECS@JHU,Admit,2024,Fall,Master,美国,4.0,3.82
1487,MSECS@JHU,Admit,2024,Fall,Master,美国,100,90.1
1488,MSECS@JHU,Reject,2024,Fall,Master,美国,4.0,3.93
1489,MSECS@JHU,Reject,2023,Fall,Master,美国,100,87.5
1490,MSECS@JHU,Admit,2023,Fall,Master,美国,4.3,4.09
1491,MSECS@JHU,Admit,2023,Fall,Master,美国,4.0,3.97
1493,MSECS@JHU,Admit,2023,Fall,Master,美国,4.0,3.5
1494,MSECS@Princeton,Reject,2024,Fall,Master,美国,4.0,3.95
1495,MSECS@Princeton,Reject,2023,Fall,Master,美国,4.0,3.96
1496,MSECS@Princeton,Reject,2023,Fall,Master,美国,4.0,3.97
1497,MSECS@Princeton,Admit,2023,Fall,Master,美国,4.0,4.0
1498,MSEE@UW,Reject,2024,Fall,Master,美国,4.0,3.96
1499,MSEE@UW,Reject,2024,Fall,Master,美国,4.0,3.21
1500,MSEECE@JHU,Admit,2024,Fall,Master,美国,4.0,3.77
1501,MSEECE@JHU,Admit,2023,Fall,Master,美国,4.3,3.75
1502,MSI@UMich,Reject,2023,Fall,Master,美国,4.0,3.87
1503,MSIM@UIUC,Admit,2023,Fall,Master,美国,4.0,3.74
1504,MSIM@UIUC,Admit,2023,Fall,Master,美国,5.0,4.55
1505,MSIM@UIUC,Admit,2023,Fall,Master,美国,100,86.5
1506,MSIM@UIUC,Admit,2023,Fall,Master,美国,4.0,3.87
1507,MSIM@UW,Reject,2023,Fall,Master,美国,4.0,3.3
1508,MSIN@CMU,Reject,2024,Fall,Master,美国,4.0,3.83
1509,MSIN@CMU,Reject,2024,Fall,Master,美国,100,91.82
1510,MSIN@CMU,Reject,2024,Fall,Master,美国,4.3,3.7
1511,MSIN@CMU,Admit,2024,Fall,Master,美国,100,89.1
1512,MSIN@CMU,Admit,2024,Fall,Master,美国,4.0,3.96
1513,MSIN@CMU,Waitlist,2024,Fall,Master,美国,4.0,3.92
1514,MSIN@CMU,Waitlist,2024,Fall,Master,美国,100,90.5
1515,MSIN@CMU,Admit,2024,Fall,Master,美国,100,90.7
1516,MSIN@CMU,Admit,2024,Fall,Master,美国,100,94.25
1517,MSIN@CMU,Admit,2024,Fall,Master,美国,4.0,3.94
1518,MSIN@CMU,Admit,2024,Fall,Master,美国,100,91.11
1519,MSIN@CMU,Admit,2024,Fall,Master,美国,4.0,3.97
1520,MSIN@CMU,Reject,2023,Fall,Master,美国,4.0,3.92
1521,MSIN@CMU,Admit,2023,Fall,Master,美国,4.3,3.94
1522,MSIN@CMU,Admit,2023,Fall,Master,美国,4.0,4.0
1523,MSIN@CMU,Admit,2023,Fall,Master,美国,4.3,4.1
1524,MSIN@CMU,Admit,2023,Fall,Master,美国,100,92.3
1525,MSIN@CMU,Admit,2023,Fall,Master,美国,4.0,3.96
1526,MSIN@CMU,Waitlist,2023,Fall,Master,美国,4.0,3.83
1527,MSIN@CMU,Waitlist,2023,Fall,Master,美国,4.0,3.98
1528,MSIN@CMU,Admit,2023,Fall,Master,美国,4.0,3.96
1529,MSIN@CMU,Admit,2023,Fall,Master,美国,100,87.0
1530,MSIN@CMU,Admit,2023,Fall,Master,美国,4.0,3.97
